time,generation,consumption
2018-01-07 09:00:00,0.73,1.12
2018-01-07 10:00:00,0.89,0.7
2018-01-07 11:00:00,0.82,0.88
2018-01-07 12:00:00,0.66,0.89
2018-01-07 13:00:00,0.35,0.65
2018-01-07 14:00:00,0.26,0.51
2018-01-07 15:00:00,0.26,0.24
2018-01-07 16:00:00,0.12,0.29
2018-01-07 17:00:00,0.01,0.3
2018-01-07 18:00:00,0.0,0.26
2018-01-07 19:00:00,0.0,0.39
2018-01-07 20:00:00,0.0,0.62
2018-01-07 21:00:00,0.0,0.57
2018-01-07 22:00:00,0.0,0.31
2018-01-07 23:00:00,0.0,0.18
2018-01-08 00:00:00,0.0,0.19
2018-01-08 01:00:00,0.0,0.21
2018-01-08 02:00:00,0.0,0.19
2018-01-08 03:00:00,0.0,0.17
2018-01-08 04:00:00,0.0,0.2
2018-01-08 05:00:00,0.0,0.19
2018-01-08 06:00:00,0.0,0.21
2018-01-08 07:00:00,0.05,0.41
2018-01-08 08:00:00,0.72,0.75
2018-01-08 09:00:00,1.76,0.64
2018-01-08 10:00:00,2.74,0.42
2018-01-08 11:00:00,3.49,0.22
2018-01-08 12:00:00,3.95,0.37
2018-01-08 13:00:00,4.05,0.32
2018-01-08 14:00:00,3.77,0.23
2018-01-08 15:00:00,3.01,0.24
2018-01-08 16:00:00,1.78,0.26
2018-01-08 17:00:00,0.31,0.28
2018-01-08 18:00:00,0.01,0.53
2018-01-08 19:00:00,0.0,0.58
2018-01-08 20:00:00,0.0,0.56
2018-01-08 21:00:00,0.0,0.55
2018-01-08 22:00:00,0.0,0.55
2018-01-08 23:00:00,0.0,0.34
2018-01-09 00:00:00,0.0,0.19
2018-01-09 01:00:00,0.0,0.2
2018-01-09 02:00:00,0.0,0.17
2018-01-09 03:00:00,0.0,0.18
2018-01-09 04:00:00,0.0,0.21
2018-01-09 05:00:00,0.0,0.18
2018-01-09 06:00:00,0.0,0.2
2018-01-09 07:00:00,0.07,0.39
2018-01-09 08:00:00,0.71,0.9
2018-01-09 09:00:00,1.72,0.8
2018-01-09 10:00:00,2.62,0.41
2018-01-09 11:00:00,3.37,0.22
2018-01-09 12:00:00,3.87,0.18
2018-01-09 13:00:00,3.89,0.2
2018-01-09 14:00:00,3.68,0.19
2018-01-09 15:00:00,2.96,0.19
2018-01-09 16:00:00,1.61,0.24
2018-01-09 17:00:00,0.26,0.23
2018-01-09 18:00:00,0.01,0.45
2018-01-09 19:00:00,0.0,0.62
2018-01-09 20:00:00,0.0,0.62
2018-01-09 21:00:00,0.0,0.83
2018-01-09 22:00:00,0.0,1.44
2018-01-09 23:00:00,0.0,0.5
2018-01-10 00:00:00,0.0,0.2
2018-01-10 01:00:00,0.0,0.21
2018-01-10 02:00:00,0.0,0.19
2018-01-10 03:00:00,0.0,0.21
2018-01-10 04:00:00,0.0,0.19
2018-01-10 05:00:00,0.0,0.2
2018-01-10 06:00:00,0.0,0.18
2018-01-10 07:00:00,0.0,0.82
2018-01-10 08:00:00,0.13,1.23
2018-01-10 09:00:00,0.52,1.05
2018-01-10 10:00:00,0.77,0.54
2018-01-10 11:00:00,1.12,0.28
2018-01-10 12:00:00,1.84,0.24
2018-01-10 13:00:00,2.48,0.55
2018-01-10 14:00:00,2.99,0.49
2018-01-10 15:00:00,2.43,0.24
2018-01-10 16:00:00,1.63,0.23
2018-01-10 17:00:00,0.22,0.69
2018-01-10 18:00:00,0.01,0.4
2018-01-10 19:00:00,0.0,0.41
2018-01-10 20:00:00,0.0,0.51
2018-01-10 21:00:00,0.0,0.42
2018-01-10 22:00:00,0.0,0.42
2018-01-10 23:00:00,0.0,0.42
2018-01-11 00:00:00,0.0,0.39
2018-01-11 01:00:00,0.0,0.27
2018-01-11 02:00:00,0.0,0.21
2018-01-11 03:00:00,0.0,0.19
2018-01-11 04:00:00,0.0,0.19
2018-01-11 05:00:00,0.0,0.18
2018-01-11 06:00:00,0.0,0.17
2018-01-11 07:00:00,0.01,0.19
2018-01-11 08:00:00,0.42,0.43
2018-01-11 09:00:00,0.93,0.49
2018-01-11 10:00:00,1.85,0.29
2018-01-11 11:00:00,1.69,0.2
2018-01-11 12:00:00,2.12,0.21
2018-01-11 13:00:00,2.53,0.23
2018-01-11 14:00:00,2.76,0.23
2018-01-11 15:00:00,1.94,0.26
2018-01-11 16:00:00,1.01,0.28
2018-01-11 17:00:00,0.06,0.27
2018-01-11 18:00:00,0.01,0.28
2018-01-11 19:00:00,0.0,0.28
2018-01-11 20:00:00,0.0,0.57
2018-01-11 21:00:00,0.0,0.62
2018-01-11 22:00:00,0.0,0.73
2018-01-11 23:00:00,0.0,0.23
2018-01-12 00:00:00,0.0,0.19
2018-01-12 01:00:00,0.0,0.27
2018-01-12 02:00:00,0.0,0.39
2018-01-12 03:00:00,0.0,0.51
2018-01-12 04:00:00,0.0,0.48
2018-01-12 05:00:00,0.0,0.4
2018-01-12 06:00:00,0.0,0.41
2018-01-12 07:00:00,0.05,0.86
2018-01-12 08:00:00,0.76,0.91
2018-01-12 09:00:00,1.88,0.4
2018-01-12 10:00:00,2.92,0.46
2018-01-12 11:00:00,3.73,0.42
2018-01-12 12:00:00,4.15,0.37
2018-01-12 13:00:00,4.21,0.36
2018-01-12 14:00:00,3.94,0.34
2018-01-12 15:00:00,3.15,0.28
2018-01-12 16:00:00,1.92,0.19
2018-01-12 17:00:00,0.38,0.24
2018-01-12 18:00:00,0.01,1.71
2018-01-12 19:00:00,0.0,1.34
2018-01-12 20:00:00,0.0,0.76
2018-01-12 21:00:00,0.0,0.42
2018-01-12 22:00:00,0.0,0.5
2018-01-12 23:00:00,0.0,0.82
2018-01-13 00:00:00,0.0,0.32
2018-01-13 01:00:00,0.0,0.19
2018-01-13 02:00:00,0.0,0.33
2018-01-13 03:00:00,0.0,0.43
2018-01-13 04:00:00,0.0,0.42
2018-01-13 05:00:00,0.0,0.46
2018-01-13 06:00:00,0.0,0.44
2018-01-13 07:00:00,0.05,0.97
2018-01-13 08:00:00,0.73,1.14
2018-01-13 09:00:00,1.86,0.58
2018-01-13 10:00:00,2.89,0.37
2018-01-13 11:00:00,3.7,0.29
2018-01-13 12:00:00,4.13,0.33
2018-01-13 13:00:00,4.2,0.33
2018-01-13 14:00:00,3.9,0.34
2018-01-13 15:00:00,3.13,0.29
2018-01-13 16:00:00,1.92,0.23
2018-01-13 17:00:00,0.39,0.3
2018-01-13 18:00:00,0.01,0.32
2018-01-13 19:00:00,0.0,0.8
2018-01-13 20:00:00,0.0,0.64
2018-01-13 21:00:00,0.0,0.67
2018-01-13 22:00:00,0.0,0.32
2018-01-13 23:00:00,0.0,0.21
2018-01-14 00:00:00,0.0,0.18
2018-01-14 01:00:00,0.0,0.27
2018-01-14 02:00:00,0.0,0.4
2018-01-14 03:00:00,0.0,0.47
2018-01-14 04:00:00,0.0,0.46
2018-01-14 05:00:00,0.0,0.45
2018-01-14 06:00:00,0.0,0.39
2018-01-14 07:00:00,0.04,0.74
2018-01-14 08:00:00,0.71,1.25
2018-01-14 09:00:00,1.81,0.54
2018-01-14 10:00:00,2.8,0.42
2018-01-14 11:00:00,3.6,0.28
2018-01-14 12:00:00,4.05,0.2
2018-01-14 13:00:00,4.14,0.2
2018-01-14 14:00:00,3.87,0.22
2018-01-14 15:00:00,3.06,0.24
2018-01-14 16:00:00,1.81,0.35
2018-01-14 17:00:00,0.35,0.63
2018-01-14 18:00:00,0.01,0.79
2018-01-14 19:00:00,0.0,0.67
2018-01-14 20:00:00,0.0,0.74
2018-01-14 21:00:00,0.0,0.96
2018-01-14 22:00:00,0.0,0.43
2018-01-14 23:00:00,0.0,0.2
2018-01-15 00:00:00,0.0,0.3
2018-01-15 01:00:00,0.0,0.36
2018-01-15 02:00:00,0.0,0.41
2018-01-15 03:00:00,0.0,0.4
2018-01-15 04:00:00,0.0,0.59
2018-01-15 05:00:00,0.0,0.41
2018-01-15 06:00:00,0.0,0.41
2018-01-15 07:00:00,0.05,0.71
2018-01-15 08:00:00,0.45,0.88
2018-01-15 09:00:00,1.23,0.34
2018-01-15 10:00:00,1.55,0.28
2018-01-15 11:00:00,1.9,0.39
2018-01-15 12:00:00,2.87,0.21
2018-01-15 13:00:00,2.01,0.29
2018-01-15 14:00:00,1.66,0.39
2018-01-15 15:00:00,1.31,0.42
2018-01-15 16:00:00,0.42,0.32
2018-01-15 17:00:00,0.02,0.3
2018-01-15 18:00:00,0.01,0.3
2018-01-15 19:00:00,0.0,0.34
2018-01-15 20:00:00,0.0,0.45
2018-01-15 21:00:00,0.0,0.68
2018-01-15 22:00:00,0.0,0.33
2018-01-15 23:00:00,0.0,0.2
2018-01-16 00:00:00,0.0,0.18
2018-01-16 01:00:00,0.0,0.21
2018-01-16 02:00:00,0.0,0.22
2018-01-16 03:00:00,0.0,0.38
2018-01-16 04:00:00,0.0,0.58
2018-01-16 05:00:00,0.0,0.46
2018-01-16 06:00:00,0.0,0.5
2018-01-16 07:00:00,0.0,0.47
2018-01-16 08:00:00,0.07,1.19
2018-01-16 09:00:00,0.35,1.37
2018-01-16 10:00:00,0.48,1.3
2018-01-16 11:00:00,0.61,0.99
2018-01-16 12:00:00,0.66,0.85
2018-01-16 13:00:00,0.78,1.09
2018-01-16 14:00:00,1.0,0.94
2018-01-16 15:00:00,0.65,0.67
2018-01-16 16:00:00,0.25,0.52
2018-01-16 17:00:00,0.0,0.7
2018-01-16 18:00:00,0.0,0.84
2018-01-16 19:00:00,0.0,1.09
2018-01-16 20:00:00,0.0,0.75
2018-01-16 21:00:00,0.0,0.96
2018-01-16 22:00:00,0.0,1.07
2018-01-16 23:00:00,0.0,0.34
2018-01-17 00:00:00,0.0,0.19
2018-01-17 01:00:00,0.0,0.24
2018-01-17 02:00:00,0.0,0.44
2018-01-17 03:00:00,0.0,0.5
2018-01-17 04:00:00,0.0,0.71
2018-01-17 05:00:00,0.0,0.42
2018-01-17 06:00:00,0.0,0.47
2018-01-17 07:00:00,0.06,0.98
2018-01-17 08:00:00,0.81,0.99
2018-01-17 09:00:00,2.01,0.92
2018-01-17 10:00:00,3.1,0.57
2018-01-17 11:00:00,3.96,0.39
2018-01-17 12:00:00,4.4,0.6
2018-01-17 13:00:00,4.51,0.43
2018-01-17 14:00:00,4.19,0.43
2018-01-17 15:00:00,3.42,0.42
2018-01-17 16:00:00,2.14,0.38
2018-01-17 17:00:00,0.44,0.42
2018-01-17 18:00:00,0.01,0.4
2018-01-17 19:00:00,0.0,0.74
2018-01-17 20:00:00,0.0,0.46
2018-01-17 21:00:00,0.0,0.48
2018-01-17 22:00:00,0.0,0.43
2018-01-17 23:00:00,0.0,0.22
2018-01-18 00:00:00,0.0,0.37
2018-01-18 01:00:00,0.0,0.58
2018-01-18 02:00:00,0.0,0.47
2018-01-18 03:00:00,0.0,0.43
2018-01-18 04:00:00,0.0,0.42
2018-01-18 05:00:00,0.0,0.45
2018-01-18 06:00:00,0.0,0.43
2018-01-18 07:00:00,0.0,0.74
2018-01-18 08:00:00,0.19,1.05
2018-01-18 09:00:00,0.53,0.72
2018-01-18 10:00:00,0.7,0.49
2018-01-18 11:00:00,1.29,0.41
2018-01-18 12:00:00,2.5,0.63
2018-01-18 13:00:00,2.44,0.39
2018-01-18 14:00:00,1.53,0.22
2018-01-18 15:00:00,1.31,0.32
2018-01-18 16:00:00,0.59,0.93
2018-01-18 17:00:00,0.04,0.75
2018-01-18 18:00:00,0.01,1.07
2018-01-18 19:00:00,0.0,0.95
2018-01-18 20:00:00,0.0,0.72
2018-01-18 21:00:00,0.0,1.04
2018-01-18 22:00:00,0.0,1.18
2018-01-18 23:00:00,0.0,0.23
2018-01-19 00:00:00,0.0,0.2
2018-01-19 01:00:00,0.0,0.2
2018-01-19 02:00:00,0.0,0.17
2018-01-19 03:00:00,0.0,0.17
2018-01-19 04:00:00,0.0,0.23
2018-01-19 05:00:00,0.0,0.32
2018-01-19 06:00:00,0.0,0.43
2018-01-19 07:00:00,0.0,1.02
2018-01-19 08:00:00,0.17,0.91
2018-01-19 09:00:00,0.58,0.57
2018-01-19 10:00:00,1.0,0.27
2018-01-19 11:00:00,0.9,0.44
2018-01-19 12:00:00,1.0,0.33
2018-01-19 13:00:00,1.18,0.31
2018-01-19 14:00:00,1.65,0.38
2018-01-19 15:00:00,0.94,0.36
2018-01-19 16:00:00,0.41,0.36
2018-01-19 17:00:00,0.05,0.4
2018-01-19 18:00:00,0.01,0.4
2018-01-19 19:00:00,0.0,0.65
2018-01-19 20:00:00,0.0,0.56
2018-01-19 21:00:00,0.0,0.42
2018-01-19 22:00:00,0.0,0.53
2018-01-19 23:00:00,0.0,0.19
2018-01-20 00:00:00,0.0,0.21
2018-01-20 01:00:00,0.0,0.26
2018-01-20 02:00:00,0.0,0.29
2018-01-20 03:00:00,0.0,0.2
2018-01-20 04:00:00,0.0,0.18
2018-01-20 05:00:00,0.0,0.18
2018-01-20 06:00:00,0.0,0.26
2018-01-20 07:00:00,0.01,0.68
2018-01-20 08:00:00,0.19,1.04
2018-01-20 09:00:00,0.65,0.81
2018-01-20 10:00:00,0.92,0.39
2018-01-20 11:00:00,1.36,0.31
2018-01-20 12:00:00,3.36,0.2
2018-01-20 13:00:00,2.38,0.19
2018-01-20 14:00:00,1.09,0.2
2018-01-20 15:00:00,0.72,0.23
2018-01-20 16:00:00,0.29,0.36
2018-01-20 17:00:00,0.03,2.29
2018-01-20 18:00:00,0.01,1.12
2018-01-20 19:00:00,0.0,1.15
2018-01-20 20:00:00,0.0,0.83
2018-01-20 21:00:00,0.0,0.76
2018-01-20 22:00:00,0.0,0.8
2018-01-20 23:00:00,0.0,0.29
2018-01-21 00:00:00,0.0,0.22
2018-01-21 01:00:00,0.0,0.22
2018-01-21 02:00:00,0.0,0.23
2018-01-21 03:00:00,0.0,0.24
2018-01-21 04:00:00,0.0,0.23
2018-01-21 05:00:00,0.0,0.25
2018-01-21 06:00:00,0.0,0.24
2018-01-21 07:00:00,0.01,0.53
2018-01-21 08:00:00,0.05,1.08
2018-01-21 09:00:00,0.09,1.6
2018-01-21 10:00:00,0.18,0.73
2018-01-21 11:00:00,0.43,0.34
2018-01-21 12:00:00,0.81,0.35
2018-01-21 13:00:00,0.55,0.35
2018-01-21 14:00:00,1.22,0.25
2018-01-21 15:00:00,0.49,0.19
2018-01-21 16:00:00,0.13,0.4
2018-01-21 17:00:00,0.08,0.42
2018-01-21 18:00:00,0.01,0.45
2018-01-21 19:00:00,0.0,0.65
2018-01-21 20:00:00,0.0,0.5
2018-01-21 21:00:00,0.0,0.59
2018-01-21 22:00:00,0.0,0.36
2018-01-21 23:00:00,0.0,0.2
2018-01-22 00:00:00,0.0,0.18
2018-01-22 01:00:00,0.0,0.18
2018-01-22 02:00:00,0.0,0.21
2018-01-22 03:00:00,0.0,0.21
2018-01-22 04:00:00,0.0,0.21
2018-01-22 05:00:00,0.0,0.18
2018-01-22 06:00:00,0.0,0.3
2018-01-22 07:00:00,0.05,0.3
2018-01-22 08:00:00,0.74,0.86
2018-01-22 09:00:00,1.86,0.23
2018-01-22 10:00:00,2.87,0.21
2018-01-22 11:00:00,3.73,0.51
2018-01-22 12:00:00,4.23,0.44
2018-01-22 13:00:00,4.34,0.56
2018-01-22 14:00:00,4.13,0.37
2018-01-22 15:00:00,3.43,0.29
2018-01-22 16:00:00,2.24,0.33
2018-01-22 17:00:00,0.6,0.9
2018-01-22 18:00:00,0.01,0.96
2018-01-22 19:00:00,0.0,0.42
2018-01-22 20:00:00,0.0,0.43
2018-01-22 21:00:00,0.0,0.39
2018-01-22 22:00:00,0.0,0.92
2018-01-22 23:00:00,0.0,0.46
2018-01-23 00:00:00,0.0,0.19
2018-01-23 01:00:00,0.0,0.21
2018-01-23 02:00:00,0.0,0.19
2018-01-23 03:00:00,0.0,0.18
2018-01-23 04:00:00,0.0,0.19
2018-01-23 05:00:00,0.0,0.36
2018-01-23 06:00:00,0.0,0.39
2018-01-23 07:00:00,0.04,1.11
2018-01-23 08:00:00,0.79,1.19
2018-01-23 09:00:00,1.77,0.62
2018-01-23 10:00:00,2.73,0.39
2018-01-23 11:00:00,3.39,0.28
2018-01-23 12:00:00,4.01,0.35
2018-01-23 13:00:00,3.8,0.21
2018-01-23 14:00:00,3.88,0.19
2018-01-23 15:00:00,2.44,0.2
2018-01-23 16:00:00,1.59,0.23
2018-01-23 17:00:00,0.33,0.7
2018-01-23 18:00:00,0.01,0.81
2018-01-23 19:00:00,0.0,0.53
2018-01-23 20:00:00,0.0,0.41
2018-01-23 21:00:00,0.0,0.46
2018-01-23 22:00:00,0.0,0.36
2018-01-23 23:00:00,0.0,0.2
2018-01-24 00:00:00,0.0,0.2
2018-01-24 01:00:00,0.0,0.17
2018-01-24 02:00:00,0.0,0.18
2018-01-24 03:00:00,0.0,0.21
2018-01-24 04:00:00,0.0,0.31
2018-01-24 05:00:00,0.0,0.42
2018-01-24 06:00:00,0.0,1.28
2018-01-24 07:00:00,0.04,0.62
2018-01-24 08:00:00,0.74,0.58
2018-01-24 09:00:00,1.85,0.62
2018-01-24 10:00:00,2.84,0.45
2018-01-24 11:00:00,3.58,0.21
2018-01-24 12:00:00,3.9,0.17
2018-01-24 13:00:00,3.91,0.29
2018-01-24 14:00:00,3.92,0.19
2018-01-24 15:00:00,3.2,0.21
2018-01-24 16:00:00,2.15,0.19
2018-01-24 17:00:00,0.53,1.3
2018-01-24 18:00:00,0.01,0.63
2018-01-24 19:00:00,0.0,0.33
2018-01-24 20:00:00,0.0,0.28
2018-01-24 21:00:00,0.0,0.3
2018-01-24 22:00:00,0.0,0.43
2018-01-24 23:00:00,0.0,0.24
2018-01-25 00:00:00,0.0,0.18
2018-01-25 01:00:00,0.0,0.17
2018-01-25 02:00:00,0.0,0.21
2018-01-25 03:00:00,0.0,0.22
2018-01-25 04:00:00,0.0,0.37
2018-01-25 05:00:00,0.0,0.38
2018-01-25 06:00:00,0.0,0.43
2018-01-25 07:00:00,0.09,0.59
2018-01-25 08:00:00,0.71,0.95
2018-01-25 09:00:00,1.71,0.52
2018-01-25 10:00:00,2.61,0.23
2018-01-25 11:00:00,3.59,0.17
2018-01-25 12:00:00,3.81,0.19
2018-01-25 13:00:00,4.28,0.19
2018-01-25 14:00:00,3.66,0.22
2018-01-25 15:00:00,2.18,0.18
2018-01-25 16:00:00,0.85,0.17
2018-01-25 17:00:00,0.16,0.22
2018-01-25 18:00:00,0.01,0.59
2018-01-25 19:00:00,0.0,0.78
2018-01-25 20:00:00,0.0,0.76
2018-01-25 21:00:00,0.0,0.49
2018-01-25 22:00:00,0.0,0.33
2018-01-25 23:00:00,0.0,0.26
2018-01-26 00:00:00,0.0,0.27
2018-01-26 01:00:00,0.0,0.31
2018-01-26 02:00:00,0.0,0.34
2018-01-26 03:00:00,0.0,0.32
2018-01-26 04:00:00,0.0,0.3
2018-01-26 05:00:00,0.0,0.36
2018-01-26 06:00:00,0.0,0.32
2018-01-26 07:00:00,0.0,0.64
2018-01-26 08:00:00,0.15,0.57
2018-01-26 09:00:00,0.27,0.42
2018-01-26 10:00:00,0.67,0.28
2018-01-26 11:00:00,0.87,0.27
2018-01-26 12:00:00,0.87,0.29
2018-01-26 13:00:00,0.92,0.19
2018-01-26 14:00:00,1.39,0.19
2018-01-26 15:00:00,0.24,0.2
2018-01-26 16:00:00,0.12,0.17
2018-01-26 17:00:00,0.0,0.18
2018-01-26 18:00:00,0.01,0.15
2018-01-26 19:00:00,0.0,0.17
2018-01-26 20:00:00,0.0,0.32
2018-01-26 21:00:00,0.0,0.49
2018-01-26 22:00:00,0.0,0.48
2018-01-26 23:00:00,0.0,0.2
2018-01-27 00:00:00,0.0,0.19
2018-01-27 01:00:00,0.0,0.21
2018-01-27 02:00:00,0.0,0.19
2018-01-27 03:00:00,0.0,0.17
2018-01-27 04:00:00,0.0,0.2
2018-01-27 05:00:00,0.0,0.19
2018-01-27 06:00:00,0.0,0.21
2018-01-27 07:00:00,0.0,0.34
2018-01-27 08:00:00,0.18,0.42
2018-01-27 09:00:00,0.32,0.34
2018-01-27 10:00:00,0.58,0.43
2018-01-27 11:00:00,1.04,0.5
2018-01-27 12:00:00,0.97,0.23
2018-01-27 13:00:00,1.51,0.19
2018-01-27 14:00:00,2.4,0.22
2018-01-27 15:00:00,1.57,0.18
2018-01-27 16:00:00,0.83,0.19
2018-01-27 17:00:00,0.1,0.19
2018-01-27 18:00:00,0.01,0.24
2018-01-27 19:00:00,0.0,0.22
2018-01-27 20:00:00,0.0,0.27
2018-01-27 21:00:00,0.0,0.5
2018-01-27 22:00:00,0.0,0.47
2018-01-27 23:00:00,0.0,0.27
2018-01-28 00:00:00,0.0,0.2
2018-01-28 01:00:00,0.0,0.19
2018-01-28 02:00:00,0.0,0.19
2018-01-28 03:00:00,0.0,0.19
2018-01-28 04:00:00,0.0,0.19
2018-01-28 05:00:00,0.0,0.19
2018-01-28 06:00:00,0.0,0.18
2018-01-28 07:00:00,0.04,0.31
2018-01-28 08:00:00,0.69,0.37
2018-01-28 09:00:00,0.86,0.61
2018-01-28 10:00:00,2.15,0.93
2018-01-28 11:00:00,3.55,1.08
2018-01-28 12:00:00,4.03,0.43
2018-01-28 13:00:00,4.14,0.41
2018-01-28 14:00:00,3.93,0.25
2018-01-28 15:00:00,3.32,0.3
2018-01-28 16:00:00,2.25,0.34
